label,new_message1
0,rename dubbo-ops to dubbo-admin ( <link> ) 
0,fix typo ( <link> ) 
2,[Enhancement]:  <file_name>  ( <link> ) 
0,Release resource after use in  <file_name>  ( <link> ) 
0,Enable  <file_name>  ( <link> ) 
2,Fix random ut falling in  <file_name>  ( <link> ) 
0,Upgrade to <iden> <version>  <enter> Closes <link> 
0,Start building against Spring Batch <version> snapshots  <enter> See  <link> 
0,Start building against Reactor <iden>-SR15 snasphots  <enter> See  <link> 
3,Upgrade from ant to maven.  <enter> <url> 
0,More interesting example tests  <enter> <url> 
3,Add <iden>  <enter> <url> 
0, Enhance  <file_name>  support generate type definition which contains <iden> or <iden>. ( <link> ) 
2,fix client retry create proxy lead to <iden> ( <link> ) 
0,[DUBBO-4010] TypeDefinitonBuilder support google protobuf entity build # ( <link> ) <enter> * add protobuf  <file_name>  <enter> * fix pull request comment add test case to test NestPbType 
3,Switch to io.reactivex version of rxjava 
0,Adding a human-readable name to the  <file_name>  interface 
3,Adding a <iden>  <file_name>  for right before http call is being made. 
3,Merging from AlistairIsrael-classrules on github to ppreserve history because of non-fast forward merge (whatever that means) 
3,Use Field#getType() 
3,Version <version> to <version> in  <file_name>  
3,Move emptySuite method to  <file_name> <enter> 
0,"Advance version, and beef up  <file_name>  with checkThat and checkPasses "
3,Added <iden> to  <file_name> <enter> 
0, <file_name> : Added getTag() and logChunk() methods  for easier subclassing. 
3,client: Reintroduced deprecated  <file_name>  constructor 
3,client: Added url field to  <file_name>  class 
0,Remove duplicate dependency from [dubbo-bom] and [dubbo-demo-xml-consumer] ( <link> ) 
0,fix:Remove unused variable parameters in  <file_name>  ( <link> ) 
0,fix typo:<iden> ( <link> ) 
0,"Issue <link> Added suggestions by dsaff  <enter> Removed the Markdown syntax, changed import order and removed confusing <iden> section. "
0,Fix for issue <link>  <enter> Added <iden> check for MultiPointsMethod 
0,Replaced <iden> for <iden>  <enter> It's more consistent to throw an <iden> instead of an <iden> 
3,add <iden> license head ( <link> )  <enter> * add <iden> license head <enter> * add liscense head <enter> * add dependecies to  <file_name>  
0,<link> add codecov component ( <link> ) 
0,<link> Translate the comments of dubbo-remoting module ( <link> ) 
1,Changes due to code review from @dsaff . 
1,Changes in response to code review from @kcooney . 
1,Modification in response to code review from @kcooney and @dsaff . 
0,Update README.md 
0,Update README.md 
3,changed compile to implementation 
0,Add docs for setting <iden> with <iden> 
0,Fix small wording issues in custom converter docs 
3,Update custom conversion docs per feedback  <enter> * Clarify that <iden> is just the default converter * Add section on other built-in converters * Add section on implementing your own custom converters 
3,ExpectedException allows multiple exceptions  <enter> 
1,merged 
3, <method_name>  creates any type  <enter> 
0,"Mark ThreadGroups created by  <file_name>  as daemon groups ( <link> )  <enter> Mark <iden> created by  <file_name>  as a daemon group. <enter> Previously,  <file_name>  destroyed the <iden>, which could cause race conditions if the <iden> was referenced by other threads. <enter>  Fixes <link> "
0,Remove usages of <iden> as a raw type. ( <link> ) 
0,"Fix regression in  <method_name>  for paths with slashes. ( <link> ) <enter> In JUnit <version>, <iden>(String) was changed to no longer support paths with a file separator. This has been fixed. The overload of <iden>() that supports passing in multiple strings still does not allow strings containing file separators. "
2,Really support requests greater than 2 GiB.  <enter> <url> 
1,New Javadocs.  <enter> <url> 
3,Rebuild <iden>  <enter> <url> 
0,Add @override annotations 
0,Use Wire release <version> 
3,Pass <iden> to <iden> 
0,update version to <version>  <enter> <url> 
0,update version to <version>  <enter> <url> 
2,DUBBO-250 Dubbo client can not supported string message  <enter> <url> 
1,http://agile.alibaba-inc.com/browse/DUBBO-743  <enter> <url> 
2,don't wrap statements for before/after/etc unless there's something to wrap them with. <enter> 
3,Added  <file_name>  <iden> 
2,Another <iden> bites the dust 
0,Updated to <version> final  <enter> 
2,Fix  <file_name>  javadoc 
0,Update documentation for new <iden> support 
3,Append context id to <iden> of <iden> MBeans if name already exists in MBeanServer 
2,Fix exec-maven-plugin configuration issue  <enter> fixes <link> 
0,Upgrade to Hibernate Validator <version>  <enter> Closes <link> 
0,Upgrade to Jetty <version>  <enter> Closes <link> 
2,Deprecate  <method_name> <enter> Fixes <link> 
0,Upgrade to <iden> <version>  <enter> Closes <link> 
0,skip integration test by default. ( <link> ) 
2,Fix issue#5411 ( <link> ) 
0,Add unit test for unpack and stick pack of dubbo and telent ( <link> ) 
0,use revision in  <file_name>  ( <link> ) 
1,minor changes in test 
0,minor  <file_name>  refactoring 
3,"simplified <iden> check in <iden>, using it in  <enter> BlockJUnit4ClassRuner "
0,drafts for tests for issue <link> 
0,added ReleaseNotes for <version> 
3,#NAME?
3,added the since <version> where appropriate 
3,adding annotation validators functionality 
2,Fixes bug reported on Support Request 615265  <enter> swingui  <file_name>  color on <iden> OS X 
3,assert to assertTrue 
0,Added more Javadoc to  <file_name>  for messages and when they are displayed.  <enter> Put versiontag back into  <method_name>  
3,Added assert  <method_name>  
0,Restore version <version> 
3,Introduces  <method_name>  and  <method_name>  
0,Fix style nits per review 
3,Adds an int statusCode parameter to <iden> and <iden>. 
1,*** empty log message *** 
0,Fixed broken link to 'How To Ask Questions The Smart Way'. 
3,Added 'How do I write a test for an abstract class?' 
3,Added 'What's the difference between a failure and an error?' 
0,Used <iden> to avoid converting an array to a list.  <enter> Incomplete - task : Issue 551: Resolve sensitive equality in <iden> test. 
0,Cleaning up indentation  <enter> The inline method refactoring conducted by eclipse introduced some extra tabs. <enter> Incomplete - task : Issue 551: Resolve sensitive equality in <iden> test. 
0,"Refactoring of the test case for JVM <iden> sorter  <enter> Removed the string based equality, and improved naming (in particular calling the expected result 'actual' was confusing). <enter> Incomplete - task : Issue 551: Resolve sensitive equality in <iden> test. "
0,"Added different implementation for <iden> test  <enter> Added an extra test case providing an alternative implementation for  the <iden> test case. <enter> The new implementation passes when coverage analysis using jacoco is enabled, whereas the old one incorrectly fails. <enter> The new approach only checks the order of methods that are of interest (i.e., not looking at irrelevant extra methods that the coverage analyzer might generate). <enter> Furthermore the new approach avoid the 'sensitive equality' test smell by replacing toString-based equality by actual equality. "
2,[Dubbo-4991] Fix zk client create logic ( <link> )  <enter> fix <link> 
0,polish  <file_name>  (remove test profile and jvm permSize args) ( <link> ) 
0,add  <file_name>  rule to check import order ( <link> ) 
0,combine test coverage report ( <link> ) 
2,fix <link> ( <link> ) 
2,Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <link>  <enter> <link> ) <enter>  fix <link> 
2,Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <link>  <enter> <link> ) <enter>  fix <link> 
2, <file_name>  class should be consistent with the writing of the ExecutionChannelHandler class. ( <link> ) <enter>  fix <link> 
2,fix travis cov ( <link> ) 
0,remote dubbo-all javadoc plugin ( <link> )  <enter> * remote dubbo-all javadoc plugin <enter> * add license to test source <enter> * disable checkstyle and rat plugin 
0,"fix <link> , support get system load on windows ( <link> ) "
2,Fix hessian-lite spelling mistake ( <link> ) 
0,fix issue <link> : permit use when servers or intermediaries mistakingly miss Content-<iden> header 
0,issue <link> : validate header names per rfc 2616 
0,issue <link> : rename <iden> ->  <file_name>  to harvest the names for new annotations 
3,"Update to h2-16, hpack-10. "
2,HTTP/2 initial window size is 65535 not 65536. 
0,Prepare next development version 
0,Move source/target config out of error-prone block  <enter> <iden>-prone only works on pre-12 at the moment and we need this configuration to apply for all JDKs. 
0,More accurately name call adapter list field. ( <link> ) 
3,Remove volatile modifier from synchronized field. 
0,Transfer to/from <iden> directly from <iden>. ( <link> ) 
0,"Remove <iden> dependency from <iden>  <enter> This commit removes <iden> dependency from <iden> as most apps that use  <file_name>  <iden> will prefer to use a RDBMS of their choice to store batch metadata. <enter> Additionally, explicit spring-jdbc dependency has been replaced with JDBC <iden> dependency. <enter> See  <link> "
0,Align  <file_name>  with Spring <iden> API improvements  <enter> This commit aligns  <file_name>  with FindByIndexNameSessionRepository API improvements that simplifies retrieval of sessions by principal name. <enter>  Closes <link> 
3,Improve <iden> support naming 
0,"Improve <iden> sample  <enter> This commit improves the <iden> sample by providing multiple build profiles that make it possible to easily try out different session stores. By default, <iden> session store backed by an in-memory embedded <iden> database is used. <enter> See  <link> "
0,Remove dependency management for `hibernate-entitymanager`  <enter> Closes <link> 
0,Close the context in  <file_name> <enter> Closes <link> 
0,Update 'Building reference documentation' section  <enter> This commit also changes  <file_name> ` to make it work with `full` Maven profile. <enter>  Closes <link> 
0,Add a missing 'io.spring.dependency-management' in doc  <enter> Closes <link> 
2,Polish  <enter> Closes <link> 
2,Polish  <enter> Closes <link> 
0,spelling: unwieldy 
0,spelling: methods 
0,spelling: builder 
0,spelling: assert 
0,style: remove space 
1,Formatting 
0,"Simplification of theory parameter names, since format automatically deals with <iden>() and nulls. "
3,Added parameter to annotation to mark exceptions in  <file_name>  methods as ignorable. 
3,"Single-datapoint methods are now only called if the return types could be relevant, and theory parameter signatures are compared with types via a prebuilt map rather than reflection. "
0,Added two simple tests for boolean <iden> 
0,"Only use a property where multiple entries need syncing  <enter> * The hamcrest version is only used in one place, i.e. the dependency. * Using properties to define dependency versions can cause issues for others. * Using properties to define a shared version across multiple dependencies causes less issues when you have multiple dependencies that need to be kept in sync. * We only have one dependency here and it doesn't need syncing to any other dependency * Therefore the right thing is to just specify the version in the dependency * End users can still override the dependency in their poms. "
3,Remove decoration on all external links 
3,Remove author tag left in from copy&paste 
2,Fix distribution management 
2,doxia-module-markdown <version> supports page titles 
3,Move variable to where it is used. 
0,Fix spelling 
3,Add fixed query parameter support 
3,"Add  <file_name> ,  <file_name>  support to  <file_name>  "
3,"Tweak error copy, add a couple tests "
0,"[Dubbo-6536]Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module ( <link> ) <enter> add remoting-redis module, refactor  <file_name>  "
2,Fix NPE when unexport <iden> ( <link> ) 
2,fix publish null value when use consul config center ( <link> )  <enter> * fix publish null value when use consul config center 
0,Make code of process callback of method cleaner in  <file_name>  ( <link> ) 
0,Correct @parameter config of field of  <file_name>  ( <link> ) 
1, <file_name>  <iden> added 
3,"No  <file_name>  class, interceptors turned on by default "
0,Updated release notes  <enter> 
3,Remove throws from  <method_name>  
3,Last changes with Kent.  <enter> Added fixed bugs to Release notes. Updated version number. Updated  <file_name>  <enter> 
0,Replace Math.min() with <iden> ( <link> )  <enter> * Replace Math.min() with <iden> <enter> * Fix 
3,Convert  <file_name>  to <iden> 
0,Convert  <file_name>  <file_name>  <file_name>  <file_name>  <file_name>  and  <file_name>  to <iden> ( <link> )  <enter> * Rename  <file_name>  <file_name>  <file_name>  <file_name>  <file_name>  to kt <enter> * Convert  <file_name>  <file_name>  <file_name>  <file_name>  <file_name>  to <iden> <enter> * Rename  <file_name>  <file_name>  <file_name>  <file_name>  <file_name>  to kt <enter> * Convert  <file_name>  <file_name>  <file_name>  <file_name>  <file_name>  to <iden> <enter> update 
3,Convert  <file_name>  to Kotlin  <enter> Update  <file_name>  
3,add @overide for subclass override method 
3,Revert 'fix wrong check of <iden> when export a service (fix issue_6269) ( <link> )' <enter> This reverts commit  <link> . 
0,Polish <link> : Adding the new methods into  <file_name>  to manipulate the exported <iden> for service introspection ( <link> ) 
0,[Enhancement] Adding the overriding rule for  <file_name>  ( <link> ) 
0,"Polish / <link> : With @reference , Aop does not work ( <link> )  <enter> * Polish / <link>  : With  @reference , Aop does not work <enter> * Polish / <link>  : [Infrastructure] Uprade com.alibaba.spring:spring-context-support <version> <enter> * Polish / <link>  : With  @reference , Aop does not work "
0,[Migration] To migrate dubbo-metadata-processor from cloud-native branch  <link>  ( <link> ) <enter> * Polish  <link>  : [Migration] Upgrade the  @SInCE  tags in Javadoc migration cloud native to master <enter> * Polish  <link>  : [Migration] Upgrade the  @SInCE  tags in Javadoc migration cloud native to master <enter> * Polish  <link>  : [ISSURE] The beans of <iden>'s <iden> can't be found on the ReferenceBean's initialization <enter> * Polish  <link>  : Resolve the demos' issues of zookeeper and nacos <enter> * Polish  <link>  : [Migration] migrate the code in common module from cloud-native branch to master <enter> * Polish  <link>  : [Refactor] Replace @EnableDubboConfigBinding Using spring-context-support <enter> * Polish  <link>  : [Refactor] Refactor ReferenceAnnotationBeanPostProcessor using Alibaba spring-context-suuport <iden> <enter> * Polish  <link>  : Remove BeanFactoryUtils <enter> * Polish  <link>  : Remove AnnotatedBeanDefinitionRegistryUtils <enter> * Polish  <link>  : Remove  <file_name>  <enter> * Polish  <link>  : Remove ClassUtils <enter> * Polish  <link>  : Remove BeanRegistrar <enter> * Polish  <link>  : Remove ObjectUtils <enter> * Polish  <link>  : Remove PropertySourcesUtils <enter> * Polish  <link>  : [Migration] To migrate dubbo-metadata-api from cloud-native branch <enter> * Polish  <link>  : [Migration] To migrate dubbo-metadata-processor from cloud-native branch 
0,Polish <link> & <link> ( <link> )  <enter> * Polish / <link>  : Remove the duplicated test code in dubbo-config-spring <enter> * Polish / <link>  & / <link> 
0,Add <iden> to embedded servlet containers  <enter> *  <file_name>  now has a <iden> property * The  <file_name>  in Actuator supports it <enter> [Fixes #53667353] [bs-243] Support <iden> 
0,Remove unfixable <iden> 
2,Packaging: ensure executable bit is set 
0,Fix missing trailing / in resource paths 
0,[bs-107] Remove 'z' suffix from management endpoints  <enter> * /varz->/metrics * /healthz->/health * all actuator endpoints are now in a subpackage <enter> [Fixes #49496887] 
0,"Changes to applications poms:  <enter> * Suport maven-exec-plugin in the same way as the shade plugin, so   $ mvn exec:java   is all you need to do to run an app * Update README * Fix dependencies to nail Spring version "
3,run awtui and swingui with -noload 
2,fixed generated argument names 
0,improved names of test methods 
1,*** empty log message *** 
3,rollback to correct version 
1,*** empty log message *** 
3,Convert  <file_name>  to a data class 
0,Clean up  <file_name>  
3,Revert 'Measure time'  <enter> This reverts commit  <link> . 
2,"Fix flaky  <method_name> <enter> The test is flaky because the server sometimes acts on the 301 response and resets the stream before the action added by  <method_name>  is executed. This action then fails because it tries to write to a reset stream. mockDuplexResponseBody.awaitSuccess() then throws and fails the test. <enter> The change enforces the de-facto sequence on most runs, where the 301 response is handled only after the <iden> response is sent. <enter>  Fixes <link> "
2,"Fix flaky testRfc2109Response()  <enter> The time delta in the cookie max-age is rounded down, so is at most 59 seconds. Possibly a GC or some other hiccup can occasionally make it lower, so allow some room for error. <enter>  Fixes <link> . "
0,Document HttpLoggingInterceptor.redactHeader() 
3,Allow  <file_name>  extensions; improved  <file_name>  
3,Repackage gson into retrofit.internal.gson 
2,Ensure  <file_name>  and  <file_name>  use FileDescriptor.sync() 
3, <file_name>  gets its length from the underlying file now 
3,added <iden>() to  <file_name>  
0,bumped  <file_name>  to <version> 
3,"added  <file_name> ,  <file_name> , and  <file_name> <file_name>  "
3,"moved util to  <file_name> , added  <file_name>  "
0,Implement simpler exclusion logic for <iden>  <enter> Simplify the exclusion logic used in <iden> by implementing implicit exclusions rather than trying to detect transitive excludes. <enter> This commit reverts much of the code originally included to  fix <link>  which adds far too much complexity to the build and still doesn't solve the underlying issue. <enter>  Fixes <link> 
1,Polish 
0,"Remove spring-data-commons  <enter> Remove direct reference to spring-data-commons, instead favoring transitive dependency. <enter>  Fixes <link> "
3,"Extract <iden> auto-configuration from  <file_name>  <iden>  <enter> Extract <iden> auto-configuration classes from  <file_name>  <iden> specific auto-configuration, allowing <iden> to be used without  <file_name>  <iden> if require. "
3,Make fields private where possible 
3,Reduce logging in Travis 
1,Polish 
0,"Polish  <file_name> <enter> Aplly consistent formatting, drop JDK 8 support and cleanup repo locations to use spring.io. "
1,Loader changes 
0,Add details in <iden> ElasticSearch <iden>  <enter> This commit polishes the previous one and aligns the <iden> with the changes made for the REST variant. <enter>  Closes <link> 
0,Upgrade to Reactor <iden>  <enter> Closes <link> 
0,Upgrade to Appengine Sdk <version>  <enter> Closes <link> 
0,"Make <iden> optional for <iden>  <enter> This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional. <enter>  Closes <link> "
0,Upgrade to Spring Framework <version>  <enter> Closes <link> 
0,"Configure <iden> for <iden> routing  <enter> This commit configures a `<iden>` in the <iden> support if spring-web is on the classpath. This `<iden>` implementation is more efficient than the `SimpleRouteMatcher`, which is based on the `AntPathMatcher`. <enter>  Closes <link> "
0,Move spring.mvc.media-types to content-negotiation  <enter> This commit moves 'spring.mvc.media-types' to the 'spring.mvc.content-negotiation.*' namespaces introduced in  <link> . <enter>  Closes <link> 
0,Rename spring.cache.control to spring.cache.cachecontrol  <enter> Closes <link> 
0,Support reactive web servers with LocalServerPort  <enter> This commit refactors the ` <file_name> ` hierarchy to have one specialized event for <iden> based apps and another one for reactive apps. <enter> Each event implementation has: <enter> * a specific `<iden>` implementation for the app * a custom `<iden>` implementation that differentiates the application server from the management server <enter>  Closes <link> 
0,Align counter behaviour between metric exporters  <enter> The MetricCopyExporter has had the capability for a while to keep track of counters internally. This change aligns that with the  <method_name>  <enter>  Fixes <link> 
0,Set <iden> in default <iden>  <enter> Only affects the default <iden> (so when users are not overriding the default global user details). Makes the <iden> effectively available as it would be if we used <iden>.inMemoryAuthentication() as a shared object in the <iden>. <enter>  Fixes <link> 
0,"Disallow all extensions in actuator endpoints (except .json)  <enter> Along with the recent change in <iden> to use content-disposition 'inline' (which prevents the download), it also makes sense to limit the extensions allowed by the actuator endpoints. Really there *is* no extension for these endpoints, but since all of them explicitly produce JSON we can add .json for browsers as a convenience in case the app would otherwise choose to send XML. <enter>  Fixes <link> "
0,Add <iden> resource server sample  <enter> Shows how to use <iden> in a pure resource server and configure the secure paths. 
0,"Fix ordering of keys in  <file_name> <enter> Since  @ConfigurationProperties  binding uses a single instance of  <file_name>  per bean, there doesn't seem to be any issue with using a normal <iden>. Then the order passed in as <iden> will be preserved. <enter>  Fixes <link> "
0,"Blitz some more special characters from the metric names  <enter> When MVC path matchers are used as metric keys, they can still contain invalid characters and patterns (like asterisks). This change removes some more special characters and also tidies up the names a bit so no key part starts or ends with '-' (which is ugly). <enter>  Fixes <link> "
0,"Add /error to ignored paths for security autoconfig  <enter> Protecting /error doesn't make a great deal of sense and if it is protected you don't get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page (when deployed as <iden>). <enter>  Fixes <link> "
2,Fix broken test (use web app context) 
0,Fix typo 'a' -> 'an' 
0,Update to OkHttp <version>. 
3,Assert full <iden> document consumption with Moshi. 
3,Assert full <iden> document consumption with <iden>. 
3,Add failOnUnknown to  <file_name>  
3,Use <iden> <version>'s JsonAdapter.serializeNulls() 
2, <method_name>  is nullable. ( <link> ) 
0,Prefer ByteString.encodeString.  <enter> This saves cloning the byte array because the byte array can't be modified by the caller. 
0,Fix code reference in Javadoc. 
0,Remove untrue <iden> statement from doc 
0,"Fix <iden>() when a cache has not been initialized  <enter> <iden>() now means 'has close() been called', after commit  <link>  it meant 'has not been initialized or close() has been called'. <enter> Introduced explicit closed state. Minor tweak to use initialized state to determine whether cleanup will do anything. Added a test. "
0,Change COMPATIBLE_<iden> to be <iden><version> and not SSLv3  <enter> Based on a discussion with Jesse Wilson during  <link> . 
0,"Partially revert connection timeout behavior  <enter> Related to issue  <link> . <enter> If there is a *connection* timeout the next route should be tried. Timeouts during a request/response should probably not be retried. <enter> The timeout/interrupt behavior was changed in PR  <link>  for issue  <link> . This modified both connection and request/response behavior. The issue reported was actually about the use of Thread.interrupt(), not timeouts, but the behavior change modified both behavior for interrupt and timeout. <enter> PR  <link>  split the handling of exceptions so that separate code now handles connection errors from that which handles request/response errors. It faithfully kept the behavior from PR  <link> . <enter> The modification of the timeout behavior during *connection* caused problems on <iden>. Now that the two types of error handling are split it's possible to deal with them differently and return the connection behavior to trying the next route. This does not modify behavior during request/response. "
0,"Prevent  <file_name>  interfering with Android tests  <enter> On Android we run the OkHttp tests as an instrumented test case. The default UncaughtExceptionHandler on Android will quit the app, causing the current test to fail. <enter>  <file_name>  creates a thread that fails for various reasons that are not related to / required for the actual test. Often the exception is thrown during a subsequent test. <enter> This change logs the exception but prevent it from propagating out of the top of the call stack. This decreases overall flakiness. "
3,"Upstream commit of <iden> / <iden> fix  <enter> <url>#/c/111211  <enter> The change's to <iden>'s  <file_name>  have been ported. <enter> This does not include the introduction of PlatformTest, which will be difficult to write so it works everywhere. "
0,Throw <iden> again from <iden>  <enter> This is to address issue  <link> . 
0,"Fix  <file_name>  for Android  <enter> Pull  <link>  broke  <file_name>  on Android. <enter> The test was asserting a header generated using a copy of the old broken implementation. <enter> The test now just uses <iden>, which now has its own tests. "
0,"Move <iden> retries / fallback into  <method_name> <enter> <iden> changes: 1) Added:  <method_name>  2) Incompatible <iden> change:  <file_name>  constructor no longer includes <iden>. Removed <iden>(). 3) Added:  <method_name>  4) Added:  <method_name>  <enter> Implicit / semantic /  <file_name>  changes: <enter> 1)  <file_name>  now handles all attempts to connect via a  <file_name>  (effectively a {proxy, socket address} pair), rather than just one attempt. i.e.  <file_name>  now handles all the <iden> negotiation fallbacks internally. <enter> 2) <iden> no longer deals with <iden> versions. Individual <iden> failures are not counted against a <iden>. If no connection attempts to a  <file_name>  were successful the failure is counted against the  <method_name>  <enter> 3) The code makes a distinction between when various IOExceptions occur, with the intention making retries a bit smarter. It is now more obvious which exceptions happen during setup ( <file_name> ), connection ( <file_name> ), <iden> communication and thus which can be retried and whether the request might have been sent. "
0,"Fix for  <file_name> /MockWebServer disagreeing about localhost  <enter> MockWebServer binds to getByName('localhost'),  <file_name>  was using InetAddress.getByName(null) (null == any loopback). On Android, null returns IPv6 loopback, which has the name 'ip6-localhost'. "
0,"Return  <file_name>  to previous (e.g. KitKat) behavior  <enter> This change required to handle this <iden> scenario: <enter> When this version of <iden> is packaged into <iden> in a future release (in com.android.okhttp...) there is a possibility that an older version of <iden> bundled with application (in com.squareup.okhttp...) will pick up the newer  <file_name>  via ResponseCache.getDefault(). It will attempt to use the get() / put() methods. Commit  <link>  was intended to restore  <file_name>  get() and put() and avoid the UnsupportedOperationException that would be thrown. <enter> Unfortunately, it didn't quite do it: <enter> In KitKat and older versions <iden>, in  <file_name>  the behavior was to ignore any calls to put(URI, <iden>) including any <iden> that wasn't its own (i.e. only ones from com.android.okhttp would be cached). The previous fix to  <file_name>  re-introduced get()/put() but didn't implement the necessary instanceof checks. <enter> Jesse also informs me that coexistance with other implementations of <iden> is not required (since <iden> replaces the <iden> implementation on the desktop). I have also since discovered that  <file_name>  didn't implement the cache-control logic required to follow the letter of the <iden> anyway, which means that  <file_name>  is not suitable for use in cases where the Http(s)<iden> implementation expects a fully compliant implementation. <enter> Also addressed nits from  <link> . "
0,"Use deterministic ordering of JavaBean methods  <enter> Update ` <file_name> ` so that methods and fields are sorted before being processed. This ensures that setters are called in a deterministic order, rather than the unspecified and variable order that reflection provides. <enter>  Fixes <link> "
2,Fix checkstyle header violation  <enter> See  <link> 
0,Move properties to correct file  <enter> See  <link> 
3,Backport build script updates 
0,Further reduce repetition in CI  <file_name> <enter> See  <link> 
0,Make file detection more resilient across restarts  <enter> Retain file snapshot state across devtools restarts to help prevent detection failures. <enter>  Closes <link> 
1,Polish 
3,Polish spring-boot-loader-tools  <enter> Issue: #53129653 
2,Fix package name for boot-loader-tools  <enter> Issue: #53129653 
1,Polish 
0,Add `how can I contribute?` section. 
3,Deactivate maven release profile. 
3,Correct  <file_name>  version. 
0,Remove unused code. 
0,Remove unnecessary null check and fix typo. 
0,Remove unnecessary null check. 
0,Upgrade tomcat version to <version>. ( <link> ) 
0,Remove unnecessary null check. 
0,Ignore <iden> since it is unstable and consider removing it later. 
3,Remove unnecessary null check. 
0,Added name to contributors list 
2,Fixed lost names 
0,Added name to contributors list 
0,Added a few names 
0,Added  <file_name>  logo 
3,Added 3 names and a link 
0,Added a name to list 
0,Added  <file_name>  large logo 
3,Added one link 
0,Added some names to list of contributors 
0,Added logo and contributor by name 
0,Improve error handling in <iden> upgrade checks  <enter> See  <link> 
0,Automate <iden> updates in <iden>  <enter> See  <link> 
2,Fix checkstyle violation  <enter> See  <link> 
0,Add group property to  <file_name> <enter> See  <link> 
2,Fix <iden> deprecation  <enter> See  <link> 
0,Allow  <method_name>  to be compatible with <iden> 15  <enter> <iden> 15 introduces <iden>() on CharSequence which clashes with the one declared in  <file_name>  because it is not public. <enter> See  <link> 
0,Fix link formatting in custom <iden> section  <enter> See  <link> 
3,Polish stream creation in some PropertySources  <enter> Closes <link> 
0,Use <iden> variants of <iden> methods  <enter> See  <link> 
0,Optimize checks for java classes in  <file_name> <enter> Closes <link> 
0,Use JSONObject.putOpt in  <file_name> <enter> Closes <link> 
3,switch to assertj 
0,fix <link> : Reorder test to ensure call is canceled before its body is returned. 
3,"Added support for http/2 draft 12, which is incompatible with previous priority schemes. "
1,Add  <method_name>  
3,Update to HTTP/2 <iden> 10 and  <file_name>  6. 
3,Flush control frames; don't flush user frames. 
3,Add  <method_name>  
0,Test de-flakiness attempt  <enter> <iden> surefire to latest and set travis to emit maven version. <enter> Only use one  <file_name>  in  <file_name>  and close its executor. <enter> Consistency in <iden> tests. <enter> Bump so and read timeouts in  <method_name>  
3,Backfill spdy and http/2 related tests wrt zero-length messages. 
3,Read priority flag on http/2 headers frame. 
3,Support more than 64 referenced headers in HPACK. 
2,issue <link> : spdy should set content-length when it is known. 
0,Add tests for serialization of  <method_name>  
3,Remove tabs 
3,Remove <iden> from  <file_name>  and related methods. 
3,Create a <iden> for  <method_name> <enter> Delete all constructors created since <version> was released. Fix style issues. 
3,Make serialization of  <file_name>  compatible with <version> 
2, <method_name>  is now thread-safe 
2,Fix method names in  <method_name>  
0,"Optimize  <method_name>  for nested suites  <enter> Prior to this change, applying a filter to a nested suite would create redundant nested filters "
3,Improve error message when  <method_name>  fails. 
0,Update release notes with details on pull 986 
0,Fix issue 30. Make  <file_name>  abstract. 
0,Create  <file_name>  in org.junit.runners.model and deprecate the one in org.junit.internal.runners.model. <enter> Update  <file_name>  to have a useful message. <enter> This allows developers who write custom runners to properly handle multiple exceptions without depending on internal classes. 
3,Improve error message if the thrown exception has the same class but the classes are loaded from different class loaders. 
0,Move <iden> to a separate job  <enter> Closes <link> 
0,Remove duplicate word in docs 
2,Fix tests 
0,Remove unnecessary logging by start-docker script 
0,Support constructor binding on 3rd party classes  <enter> Closes <link> 
2,Servlet path not explicitly required for  <file_name>  
0,Polish 'Fix request factory used with <iden>'  <enter> Fixes <link> 
0,"Fix profile precedence when active and include provided  <enter> Before <version>, if profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior. <enter>  Fixes <link> "
0,Fix documentation for health endpoint security  <enter> Fixes <link> 
0,Send Slack Notifications when build completes  <enter> Closes <link> 
0,Clarify h2-console requires a servlet-based web app  <enter> Fixes <link> 
0,Rename samples to smoke tests  <enter> Closes <link> 
0,Change default for new_generator_mappings to true  <enter> Closes <link> 
0,Update CHANGELOG.md 
0,Document  <file_name>  throwing modes ( <link> ) 
0,"Push OkHttp 3.1<version> into the sea. It is no longer supported. ( <link> )  <enter> OkHttp <version> is our only branch receiving security fixes, bug fixes, and new features. <enter> OkHttp <version> gets security fixes only. "
0,DER encoder ( <link> )  <enter> I haven't yet implemented certificate encoding 
0,Convert  <file_name>  to Kotlin ( <link> )  <enter> * <iden>  <file_name>  to  <file_name>  <enter> * Convert  <file_name>  to Kotlin 
0,"Convert  <file_name> ,  <file_name>  to Kotlin ( <link> )  <enter> * Rename  <file_name> <version> to .kt (and others) <enter> * Convert  <file_name> ,  <file_name>  to Kotlin "
